question_id,query_n0,query_n1,edge_id,subject,subject_name,predicate,object,object_name,knowledge_level,agent_type,sources
Q3,NCBIGene:7157,MONDO:0004992,e_262_e_452,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_263_e_420,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_264_e_518,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_265_e_559,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_266_e_532,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_267_e_437,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_268_e_560,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_269_e_561,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_270_e_513,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_271_e_430,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_272_e_536,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_273_e_480,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_274_e_427,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_275_e_541,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_276_e_417,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_277_e_562,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_278_e_458,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_279_e_423,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_280_e_529,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_281_e_513,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_282_e_525,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_283_e_533,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_284_e_563,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_285_e_564,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_286_e_436,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_287_e_428,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_288_e_561,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_289_e_445,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_290_e_499,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_291_e_565,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_292_e_566,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_293_e_535,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_294_e_519,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_295_e_567,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_296_e_568,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_297_e_505,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_298_e_569,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_299_e_461,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_300_e_431,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_301_e_570,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_302_e_523,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_303_e_414,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_304_e_511,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_305_e_565,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_306_e_536,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_307_e_571,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_308_e_572,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_309_e_437,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_310_e_559,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_311_e_558,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_312_e_469,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_313_e_507,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_314_e_468,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_315_e_449,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_316_e_445,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_317_e_421,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_318_e_573,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_319_e_500,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_320_e_574,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_321_e_515,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_322_e_410,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_323_e_506,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_324_e_525,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_325_e_575,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_326_e_544,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_327_e_537,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_328_e_576,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_329_e_577,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_330_e_468,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_331_e_578,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_332_e_533,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_333_e_579,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_334_e_580,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_335_e_501,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_336_e_428,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_337_e_579,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_338_e_562,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_339_e_581,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_340_e_413,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_341_e_533,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_342_e_542,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_343_e_582,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_344_e_550,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_345_e_583,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_346_e_412,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_347_e_584,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_348_e_444,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_349_e_585,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_350_e_581,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_351_e_586,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_352_e_587,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_353_e_414,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_354_e_588,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_355_e_589,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_356_e_502,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_357_e_457,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_358_e_497,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_359_e_518,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_360_e_469,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_361_e_422,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_362_e_471,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_363_e_558,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_364_e_482,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_365_e_529,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_366_e_418,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_367_e_550,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_368_e_436,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_369_e_410,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_370_e_450,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_371_e_410,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_372_e_478,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_373_e_448,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_374_e_469,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_375_e_428,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_376_e_590,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_377_e_419,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_378_e_432,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_379_e_591,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_380_e_540,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_381_e_521,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_382_e_592,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_383_e_593,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_384_e_469,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_385_e_586,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_386_e_513,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_387_e_465,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_388_e_556,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_389_e_413,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_390_e_594,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_391_e_595,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_392_e_504,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_393_e_473,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_394_e_557,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_395_e_596,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_396_e_437,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_397_e_583,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_398_e_428,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_399_e_556,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_400_e_597,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_401_e_545,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_402_e_436,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_403_e_413,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_404_e_410,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_405_e_515,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_406_e_598,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_407_e_574,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_408_e_413,NCBIGene:7157,TP53,biolink:gene_associated_with_condition,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_409_e_410,NCBIGene:7157,TP53,biolink:gene_associated_with_condition,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
