prompt_version,question_id,run_id,pred_n,gold_n,tp,precision,recall,jaccard,f1
v3,Q39,19,0,1,0,0.0,0.0,0.0,0.0
v3,Q40,19,0,2,0,0.0,0.0,0.0,0.0
v3,Q41,19,0,1,0,0.0,0.0,0.0,0.0
v3,Q42,19,0,1,0,0.0,0.0,0.0,0.0
v3,Q43,19,0,1,0,0.0,0.0,0.0,0.0
v3,Q44,19,0,1,0,0.0,0.0,0.0,0.0
v3,Q45,19,0,2,0,0.0,0.0,0.0,0.0
v3,Q46,19,0,1,0,0.0,0.0,0.0,0.0
v3,Q47,19,0,1,0,0.0,0.0,0.0,0.0
v3,Q48,19,0,2,0,0.0,0.0,0.0,0.0
v3,Q49,19,0,7,0,0.0,0.0,0.0,0.0
v3,Q50,19,1,1,0,0.0,0.0,0.0,0.0
v3,Q51,19,0,1,0,0.0,0.0,0.0,0.0
v3,Q52,19,0,2,0,0.0,0.0,0.0,0.0
v3,Q53,19,0,2,0,0.0,0.0,0.0,0.0
v3,Q54,19,0,1,0,0.0,0.0,0.0,0.0
v3,Q55,19,1,5,0,0.0,0.0,0.0,0.0
v3,Q56,19,0,9,0,0.0,0.0,0.0,0.0
v3,Q57,19,1,2,0,0.0,0.0,0.0,0.0
v3,Q58,19,0,2,0,0.0,0.0,0.0,0.0
v3,Q59,19,0,1,0,0.0,0.0,0.0,0.0
v3,Q60,19,0,8,0,0.0,0.0,0.0,0.0
v3,Q61,19,0,1,0,0.0,0.0,0.0,0.0
v3,Q62,19,0,1,0,0.0,0.0,0.0,0.0
v3,Q63,19,0,1,0,0.0,0.0,0.0,0.0
v3,Q64,19,0,1,0,0.0,0.0,0.0,0.0
v3,Q65,19,0,4,0,0.0,0.0,0.0,0.0
v3,Q66,19,0,1,0,0.0,0.0,0.0,0.0
v3,Q67,19,0,1,0,0.0,0.0,0.0,0.0
v3,Q68,19,0,2,0,0.0,0.0,0.0,0.0
v3,Q69,19,0,2,0,0.0,0.0,0.0,0.0
v3,Q70,19,1,1,0,0.0,0.0,0.0,0.0
v3,Q71,19,1,2,0,0.0,0.0,0.0,0.0
v3,Q72,19,1,1,0,0.0,0.0,0.0,0.0
v3,Q73,19,0,10,0,0.0,0.0,0.0,0.0
v3,Q74,19,0,4,0,0.0,0.0,0.0,0.0
v3,Q75,19,0,3,0,0.0,0.0,0.0,0.0
v3,Q76,19,1,2,0,0.0,0.0,0.0,0.0
v3,Q77,19,1,5,0,0.0,0.0,0.0,0.0
v3,Q78,19,1,2,0,0.0,0.0,0.0,0.0
v3,Q79,19,0,3,0,0.0,0.0,0.0,0.0
v3,Q80,19,0,2,0,0.0,0.0,0.0,0.0
v3,Q81,19,1,2,0,0.0,0.0,0.0,0.0
v3,Q82,19,0,3,0,0.0,0.0,0.0,0.0
v3,Q83,19,0,3,0,0.0,0.0,0.0,0.0
v3,Q84,19,1,1,0,0.0,0.0,0.0,0.0
v3,Q85,19,0,1,0,0.0,0.0,0.0,0.0
v3,Q86,19,0,1,0,0.0,0.0,0.0,0.0
v3,Q87,19,2,4,1,0.5,0.25,0.2,0.3333333333333333
v3,Q88,19,0,3,0,0.0,0.0,0.0,0.0
v3,Q89,19,0,3,0,0.0,0.0,0.0,0.0
v3,Q90,19,0,3,0,0.0,0.0,0.0,0.0
v3,Q91,19,0,2,0,0.0,0.0,0.0,0.0
v3,Q92,19,0,4,0,0.0,0.0,0.0,0.0
v3,Q93,19,0,3,0,0.0,0.0,0.0,0.0
v3,Q94,19,0,2,0,0.0,0.0,0.0,0.0
v3,Q95,19,0,5,0,0.0,0.0,0.0,0.0
v3,Q96,19,0,8,0,0.0,0.0,0.0,0.0
v3,Q97,19,0,5,0,0.0,0.0,0.0,0.0
v3,Q98,19,0,1,0,0.0,0.0,0.0,0.0
v3,Q99,19,0,5,0,0.0,0.0,0.0,0.0
v3,Q100,19,1,2,1,1.0,0.5,0.5,0.6666666666666666
v3,Q101,19,0,6,0,0.0,0.0,0.0,0.0
v3,Q102,19,0,3,0,0.0,0.0,0.0,0.0
v3,Q103,19,0,6,0,0.0,0.0,0.0,0.0
v3,Q104,19,1,5,0,0.0,0.0,0.0,0.0
v3,Q105,19,1,5,0,0.0,0.0,0.0,0.0
v3,Q106,19,0,7,0,0.0,0.0,0.0,0.0
v3,Q107,19,1,6,1,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857
v3,Q108,19,0,4,0,0.0,0.0,0.0,0.0
v3,Q109,19,1,5,0,0.0,0.0,0.0,0.0
v3,Q110,19,1,3,0,0.0,0.0,0.0,0.0
v3,Q111,19,1,1,0,0.0,0.0,0.0,0.0
v3,Q112,19,0,6,0,0.0,0.0,0.0,0.0
v3,Q113,19,0,6,0,0.0,0.0,0.0,0.0
v3,Q114,19,0,5,0,0.0,0.0,0.0,0.0
v3,Q115,19,0,4,0,0.0,0.0,0.0,0.0
v3,Q116,19,0,7,0,0.0,0.0,0.0,0.0
v3,Q117,19,0,4,0,0.0,0.0,0.0,0.0
v3,Q118,19,0,2,0,0.0,0.0,0.0,0.0
v3,Q119,19,0,5,0,0.0,0.0,0.0,0.0
v3,Q120,19,1,6,1,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857
v3,Q121,19,0,5,0,0.0,0.0,0.0,0.0
v3,Q122,19,0,5,0,0.0,0.0,0.0,0.0
v3,Q123,19,0,4,0,0.0,0.0,0.0,0.0
v3,Q124,19,1,1,0,0.0,0.0,0.0,0.0
v3,Q125,19,0,4,0,0.0,0.0,0.0,0.0
v3,Q126,19,0,4,0,0.0,0.0,0.0,0.0
v3,Q127,19,0,6,0,0.0,0.0,0.0,0.0
v3,Q128,19,1,3,1,1.0,0.3333333333333333,0.3333333333333333,0.5
v3,Q129,19,0,7,0,0.0,0.0,0.0,0.0
v3,Q130,19,0,6,0,0.0,0.0,0.0,0.0
v3,Q131,19,0,4,0,0.0,0.0,0.0,0.0
v3,Q132,19,1,6,0,0.0,0.0,0.0,0.0
v3,Q133,19,0,4,0,0.0,0.0,0.0,0.0
v3,Q134,19,1,6,0,0.0,0.0,0.0,0.0
v3,Q135,19,0,8,0,0.0,0.0,0.0,0.0
v3,Q136,19,0,1,0,0.0,0.0,0.0,0.0
v3,Q137,19,0,5,0,0.0,0.0,0.0,0.0
v3,Q138,19,0,2,0,0.0,0.0,0.0,0.0
v3,Q139,19,0,3,0,0.0,0.0,0.0,0.0
v3,Q140,19,1,2,0,0.0,0.0,0.0,0.0
v3,Q141,19,0,4,0,0.0,0.0,0.0,0.0
v3,Q142,19,0,2,0,0.0,0.0,0.0,0.0
v3,Q143,19,0,1,0,0.0,0.0,0.0,0.0
v3,Q144,19,1,2,0,0.0,0.0,0.0,0.0
v3,Q145,19,1,5,0,0.0,0.0,0.0,0.0
v3,Q146,19,1,2,0,0.0,0.0,0.0,0.0
v3,Q147,19,0,6,0,0.0,0.0,0.0,0.0
v3,Q148,19,0,7,0,0.0,0.0,0.0,0.0
v3,Q149,19,0,1,0,0.0,0.0,0.0,0.0
v3,Q150,19,0,5,0,0.0,0.0,0.0,0.0
v3,Q151,19,0,1,0,0.0,0.0,0.0,0.0
v3,Q152,19,0,2,0,0.0,0.0,0.0,0.0
v3,Q153,19,0,8,0,0.0,0.0,0.0,0.0
v3,Q154,19,1,3,1,1.0,0.3333333333333333,0.3333333333333333,0.5
v3,Q155,19,0,3,0,0.0,0.0,0.0,0.0
v3,Q156,19,1,4,0,0.0,0.0,0.0,0.0
v3,Q157,19,1,2,0,0.0,0.0,0.0,0.0
v3,Q158,19,1,3,0,0.0,0.0,0.0,0.0
v3,Q159,19,0,4,0,0.0,0.0,0.0,0.0
v3,Q160,19,0,6,0,0.0,0.0,0.0,0.0
v3,Q161,19,0,5,0,0.0,0.0,0.0,0.0
v3,Q162,19,1,8,1,1.0,0.125,0.125,0.2222222222222222
v3,Q163,19,1,5,1,1.0,0.2,0.2,0.33333333333333337
v3,Q1,20,0,2,0,0.0,0.0,0.0,0.0
v3,Q2,20,1,5,0,0.0,0.0,0.0,0.0
v3,Q3,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q4,20,0,3,0,0.0,0.0,0.0,0.0
v3,Q5,20,0,7,0,0.0,0.0,0.0,0.0
v3,Q6,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q7,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q8,20,1,5,0,0.0,0.0,0.0,0.0
v3,Q9,20,0,4,0,0.0,0.0,0.0,0.0
v3,Q10,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q11,20,0,5,0,0.0,0.0,0.0,0.0
v3,Q12,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q13,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q14,20,0,6,0,0.0,0.0,0.0,0.0
v3,Q15,20,1,2,0,0.0,0.0,0.0,0.0
v3,Q16,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q17,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q18,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q19,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q20,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q21,20,0,2,0,0.0,0.0,0.0,0.0
v3,Q22,20,1,1,0,0.0,0.0,0.0,0.0
v3,Q23,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q24,20,0,8,0,0.0,0.0,0.0,0.0
v3,Q25,20,1,4,0,0.0,0.0,0.0,0.0
v3,Q26,20,0,4,0,0.0,0.0,0.0,0.0
v3,Q27,20,0,2,0,0.0,0.0,0.0,0.0
v3,Q28,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q29,20,1,1,0,0.0,0.0,0.0,0.0
v3,Q30,20,1,2,0,0.0,0.0,0.0,0.0
v3,Q31,20,0,2,0,0.0,0.0,0.0,0.0
v3,Q32,20,2,1,0,0.0,0.0,0.0,0.0
v3,Q33,20,1,5,0,0.0,0.0,0.0,0.0
v3,Q34,20,0,3,0,0.0,0.0,0.0,0.0
v3,Q35,20,0,2,0,0.0,0.0,0.0,0.0
v3,Q36,20,1,2,0,0.0,0.0,0.0,0.0
v3,Q37,20,0,2,0,0.0,0.0,0.0,0.0
v3,Q38,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q39,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q40,20,0,2,0,0.0,0.0,0.0,0.0
v3,Q41,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q42,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q43,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q44,20,1,1,0,0.0,0.0,0.0,0.0
v3,Q45,20,0,2,0,0.0,0.0,0.0,0.0
v3,Q46,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q47,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q48,20,1,2,1,1.0,0.5,0.5,0.6666666666666666
v3,Q49,20,0,7,0,0.0,0.0,0.0,0.0
v3,Q50,20,1,1,0,0.0,0.0,0.0,0.0
v3,Q51,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q52,20,0,2,0,0.0,0.0,0.0,0.0
v3,Q53,20,0,2,0,0.0,0.0,0.0,0.0
v3,Q54,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q55,20,0,5,0,0.0,0.0,0.0,0.0
v3,Q56,20,0,9,0,0.0,0.0,0.0,0.0
v3,Q57,20,0,2,0,0.0,0.0,0.0,0.0
v3,Q58,20,0,2,0,0.0,0.0,0.0,0.0
v3,Q59,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q60,20,0,8,0,0.0,0.0,0.0,0.0
v3,Q61,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q62,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q63,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q64,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q65,20,0,4,0,0.0,0.0,0.0,0.0
v3,Q66,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q67,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q68,20,0,2,0,0.0,0.0,0.0,0.0
v3,Q69,20,0,2,0,0.0,0.0,0.0,0.0
v3,Q70,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q71,20,1,2,0,0.0,0.0,0.0,0.0
v3,Q72,20,1,1,0,0.0,0.0,0.0,0.0
v3,Q73,20,0,10,0,0.0,0.0,0.0,0.0
v3,Q74,20,0,4,0,0.0,0.0,0.0,0.0
v3,Q75,20,0,3,0,0.0,0.0,0.0,0.0
v3,Q76,20,1,2,0,0.0,0.0,0.0,0.0
v3,Q77,20,1,5,0,0.0,0.0,0.0,0.0
v3,Q78,20,0,2,0,0.0,0.0,0.0,0.0
v3,Q79,20,0,3,0,0.0,0.0,0.0,0.0
v3,Q80,20,1,2,0,0.0,0.0,0.0,0.0
v3,Q81,20,0,2,0,0.0,0.0,0.0,0.0
v3,Q82,20,1,3,0,0.0,0.0,0.0,0.0
v3,Q83,20,0,3,0,0.0,0.0,0.0,0.0
v3,Q84,20,1,1,0,0.0,0.0,0.0,0.0
v3,Q85,20,1,1,0,0.0,0.0,0.0,0.0
v3,Q86,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q87,20,1,4,1,1.0,0.25,0.25,0.4
v3,Q88,20,0,3,0,0.0,0.0,0.0,0.0
v3,Q89,20,1,3,0,0.0,0.0,0.0,0.0
v3,Q90,20,0,3,0,0.0,0.0,0.0,0.0
v3,Q91,20,0,2,0,0.0,0.0,0.0,0.0
v3,Q92,20,0,4,0,0.0,0.0,0.0,0.0
v3,Q93,20,0,3,0,0.0,0.0,0.0,0.0
v3,Q94,20,0,2,0,0.0,0.0,0.0,0.0
v3,Q95,20,0,5,0,0.0,0.0,0.0,0.0
v3,Q96,20,0,8,0,0.0,0.0,0.0,0.0
v3,Q97,20,0,5,0,0.0,0.0,0.0,0.0
v3,Q98,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q99,20,0,5,0,0.0,0.0,0.0,0.0
v3,Q100,20,1,2,1,1.0,0.5,0.5,0.6666666666666666
v3,Q101,20,0,6,0,0.0,0.0,0.0,0.0
v3,Q102,20,0,3,0,0.0,0.0,0.0,0.0
v3,Q103,20,0,6,0,0.0,0.0,0.0,0.0
v3,Q104,20,1,5,0,0.0,0.0,0.0,0.0
v3,Q105,20,1,5,0,0.0,0.0,0.0,0.0
v3,Q106,20,0,7,0,0.0,0.0,0.0,0.0
v3,Q107,20,1,6,0,0.0,0.0,0.0,0.0
v3,Q108,20,0,4,0,0.0,0.0,0.0,0.0
v3,Q109,20,0,5,0,0.0,0.0,0.0,0.0
v3,Q110,20,0,3,0,0.0,0.0,0.0,0.0
v3,Q111,20,1,1,0,0.0,0.0,0.0,0.0
v3,Q112,20,0,6,0,0.0,0.0,0.0,0.0
v3,Q113,20,0,6,0,0.0,0.0,0.0,0.0
v3,Q114,20,0,5,0,0.0,0.0,0.0,0.0
v3,Q115,20,0,4,0,0.0,0.0,0.0,0.0
v3,Q116,20,0,7,0,0.0,0.0,0.0,0.0
v3,Q117,20,0,4,0,0.0,0.0,0.0,0.0
v3,Q118,20,0,2,0,0.0,0.0,0.0,0.0
v3,Q119,20,0,5,0,0.0,0.0,0.0,0.0
v3,Q120,20,0,6,0,0.0,0.0,0.0,0.0
v3,Q121,20,0,5,0,0.0,0.0,0.0,0.0
v3,Q122,20,0,5,0,0.0,0.0,0.0,0.0
v3,Q123,20,0,4,0,0.0,0.0,0.0,0.0
v3,Q124,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q125,20,0,4,0,0.0,0.0,0.0,0.0
v3,Q126,20,0,4,0,0.0,0.0,0.0,0.0
v3,Q127,20,0,6,0,0.0,0.0,0.0,0.0
v3,Q128,20,1,3,1,1.0,0.3333333333333333,0.3333333333333333,0.5
v3,Q129,20,0,7,0,0.0,0.0,0.0,0.0
v3,Q130,20,0,6,0,0.0,0.0,0.0,0.0
v3,Q131,20,0,4,0,0.0,0.0,0.0,0.0
v3,Q132,20,1,6,1,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857
v3,Q133,20,0,4,0,0.0,0.0,0.0,0.0
v3,Q134,20,1,6,1,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857
v3,Q135,20,0,8,0,0.0,0.0,0.0,0.0
v3,Q136,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q137,20,0,5,0,0.0,0.0,0.0,0.0
v3,Q138,20,0,2,0,0.0,0.0,0.0,0.0
v3,Q139,20,1,3,0,0.0,0.0,0.0,0.0
v3,Q140,20,1,2,0,0.0,0.0,0.0,0.0
v3,Q141,20,0,4,0,0.0,0.0,0.0,0.0
v3,Q142,20,0,2,0,0.0,0.0,0.0,0.0
v3,Q143,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q144,20,1,2,0,0.0,0.0,0.0,0.0
v3,Q145,20,1,5,0,0.0,0.0,0.0,0.0
v3,Q146,20,1,2,0,0.0,0.0,0.0,0.0
v3,Q147,20,0,6,0,0.0,0.0,0.0,0.0
v3,Q148,20,0,7,0,0.0,0.0,0.0,0.0
v3,Q149,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q150,20,0,5,0,0.0,0.0,0.0,0.0
v3,Q151,20,0,1,0,0.0,0.0,0.0,0.0
v3,Q152,20,0,2,0,0.0,0.0,0.0,0.0
v3,Q153,20,0,8,0,0.0,0.0,0.0,0.0
v3,Q154,20,0,3,0,0.0,0.0,0.0,0.0
v3,Q155,20,0,3,0,0.0,0.0,0.0,0.0
v3,Q156,20,0,4,0,0.0,0.0,0.0,0.0
v3,Q157,20,0,2,0,0.0,0.0,0.0,0.0
v3,Q158,20,0,3,0,0.0,0.0,0.0,0.0
v3,Q159,20,0,4,0,0.0,0.0,0.0,0.0
v3,Q160,20,0,6,0,0.0,0.0,0.0,0.0
v3,Q161,20,0,5,0,0.0,0.0,0.0,0.0
v3,Q162,20,0,8,0,0.0,0.0,0.0,0.0
v3,Q163,20,0,5,0,0.0,0.0,0.0,0.0
v3,Q1,21,0,2,0,0.0,0.0,0.0,0.0
v3,Q2,21,1,5,0,0.0,0.0,0.0,0.0
v3,Q3,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q4,21,0,3,0,0.0,0.0,0.0,0.0
v3,Q5,21,0,7,0,0.0,0.0,0.0,0.0
v3,Q6,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q7,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q8,21,0,5,0,0.0,0.0,0.0,0.0
v3,Q9,21,0,4,0,0.0,0.0,0.0,0.0
v3,Q10,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q11,21,0,5,0,0.0,0.0,0.0,0.0
v3,Q12,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q13,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q14,21,0,6,0,0.0,0.0,0.0,0.0
v3,Q15,21,1,2,0,0.0,0.0,0.0,0.0
v3,Q16,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q17,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q18,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q19,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q20,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q21,21,1,2,0,0.0,0.0,0.0,0.0
v3,Q22,21,1,1,0,0.0,0.0,0.0,0.0
v3,Q23,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q24,21,0,8,0,0.0,0.0,0.0,0.0
v3,Q25,21,1,4,0,0.0,0.0,0.0,0.0
v3,Q26,21,0,4,0,0.0,0.0,0.0,0.0
v3,Q27,21,0,2,0,0.0,0.0,0.0,0.0
v3,Q28,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q29,21,1,1,0,0.0,0.0,0.0,0.0
v3,Q30,21,0,2,0,0.0,0.0,0.0,0.0
v3,Q31,21,0,2,0,0.0,0.0,0.0,0.0
v3,Q32,21,1,1,0,0.0,0.0,0.0,0.0
v3,Q33,21,1,5,0,0.0,0.0,0.0,0.0
v3,Q34,21,0,3,0,0.0,0.0,0.0,0.0
v3,Q35,21,0,2,0,0.0,0.0,0.0,0.0
v3,Q36,21,0,2,0,0.0,0.0,0.0,0.0
v3,Q37,21,0,2,0,0.0,0.0,0.0,0.0
v3,Q38,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q39,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q40,21,0,2,0,0.0,0.0,0.0,0.0
v3,Q41,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q42,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q43,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q44,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q45,21,0,2,0,0.0,0.0,0.0,0.0
v3,Q46,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q47,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q48,21,0,2,0,0.0,0.0,0.0,0.0
v3,Q49,21,0,7,0,0.0,0.0,0.0,0.0
v3,Q50,21,1,1,0,0.0,0.0,0.0,0.0
v3,Q51,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q52,21,0,2,0,0.0,0.0,0.0,0.0
v3,Q53,21,0,2,0,0.0,0.0,0.0,0.0
v3,Q54,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q55,21,1,5,0,0.0,0.0,0.0,0.0
v3,Q56,21,0,9,0,0.0,0.0,0.0,0.0
v3,Q57,21,0,2,0,0.0,0.0,0.0,0.0
v3,Q58,21,0,2,0,0.0,0.0,0.0,0.0
v3,Q59,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q60,21,0,8,0,0.0,0.0,0.0,0.0
v3,Q61,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q62,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q63,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q64,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q65,21,0,4,0,0.0,0.0,0.0,0.0
v3,Q66,21,1,1,0,0.0,0.0,0.0,0.0
v3,Q67,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q68,21,0,2,0,0.0,0.0,0.0,0.0
v3,Q69,21,0,2,0,0.0,0.0,0.0,0.0
v3,Q70,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q71,21,1,2,0,0.0,0.0,0.0,0.0
v3,Q72,21,1,1,0,0.0,0.0,0.0,0.0
v3,Q73,21,0,10,0,0.0,0.0,0.0,0.0
v3,Q74,21,0,4,0,0.0,0.0,0.0,0.0
v3,Q75,21,1,3,0,0.0,0.0,0.0,0.0
v3,Q76,21,1,2,0,0.0,0.0,0.0,0.0
v3,Q77,21,1,5,0,0.0,0.0,0.0,0.0
v3,Q78,21,1,2,0,0.0,0.0,0.0,0.0
v3,Q79,21,0,3,0,0.0,0.0,0.0,0.0
v3,Q80,21,0,2,0,0.0,0.0,0.0,0.0
v3,Q81,21,1,2,0,0.0,0.0,0.0,0.0
v3,Q82,21,0,3,0,0.0,0.0,0.0,0.0
v3,Q83,21,0,3,0,0.0,0.0,0.0,0.0
v3,Q84,21,1,1,0,0.0,0.0,0.0,0.0
v3,Q85,21,1,1,0,0.0,0.0,0.0,0.0
v3,Q86,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q87,21,1,4,1,1.0,0.25,0.25,0.4
v3,Q88,21,0,3,0,0.0,0.0,0.0,0.0
v3,Q89,21,0,3,0,0.0,0.0,0.0,0.0
v3,Q90,21,0,3,0,0.0,0.0,0.0,0.0
v3,Q91,21,0,2,0,0.0,0.0,0.0,0.0
v3,Q92,21,0,4,0,0.0,0.0,0.0,0.0
v3,Q93,21,0,3,0,0.0,0.0,0.0,0.0
v3,Q94,21,0,2,0,0.0,0.0,0.0,0.0
v3,Q95,21,0,5,0,0.0,0.0,0.0,0.0
v3,Q96,21,0,8,0,0.0,0.0,0.0,0.0
v3,Q97,21,0,5,0,0.0,0.0,0.0,0.0
v3,Q98,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q99,21,0,5,0,0.0,0.0,0.0,0.0
v3,Q100,21,1,2,0,0.0,0.0,0.0,0.0
v3,Q101,21,0,6,0,0.0,0.0,0.0,0.0
v3,Q102,21,1,3,0,0.0,0.0,0.0,0.0
v3,Q103,21,0,6,0,0.0,0.0,0.0,0.0
v3,Q104,21,1,5,0,0.0,0.0,0.0,0.0
v3,Q105,21,0,5,0,0.0,0.0,0.0,0.0
v3,Q106,21,0,7,0,0.0,0.0,0.0,0.0
v3,Q107,21,1,6,1,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857
v3,Q108,21,0,4,0,0.0,0.0,0.0,0.0
v3,Q109,21,0,5,0,0.0,0.0,0.0,0.0
v3,Q110,21,1,3,0,0.0,0.0,0.0,0.0
v3,Q111,21,1,1,0,0.0,0.0,0.0,0.0
v3,Q112,21,0,6,0,0.0,0.0,0.0,0.0
v3,Q113,21,0,6,0,0.0,0.0,0.0,0.0
v3,Q114,21,1,5,0,0.0,0.0,0.0,0.0
v3,Q115,21,0,4,0,0.0,0.0,0.0,0.0
v3,Q116,21,0,7,0,0.0,0.0,0.0,0.0
v3,Q117,21,0,4,0,0.0,0.0,0.0,0.0
v3,Q118,21,0,2,0,0.0,0.0,0.0,0.0
v3,Q119,21,0,5,0,0.0,0.0,0.0,0.0
v3,Q120,21,0,6,0,0.0,0.0,0.0,0.0
v3,Q121,21,0,5,0,0.0,0.0,0.0,0.0
v3,Q122,21,0,5,0,0.0,0.0,0.0,0.0
v3,Q123,21,0,4,0,0.0,0.0,0.0,0.0
v3,Q124,21,1,1,0,0.0,0.0,0.0,0.0
v3,Q125,21,0,4,0,0.0,0.0,0.0,0.0
v3,Q126,21,0,4,0,0.0,0.0,0.0,0.0
v3,Q127,21,0,6,0,0.0,0.0,0.0,0.0
v3,Q128,21,1,3,1,1.0,0.3333333333333333,0.3333333333333333,0.5
v3,Q129,21,0,7,0,0.0,0.0,0.0,0.0
v3,Q130,21,0,6,0,0.0,0.0,0.0,0.0
v3,Q131,21,0,4,0,0.0,0.0,0.0,0.0
v3,Q132,21,1,6,1,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857
v3,Q133,21,0,4,0,0.0,0.0,0.0,0.0
v3,Q134,21,1,6,1,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857
v3,Q135,21,0,8,0,0.0,0.0,0.0,0.0
v3,Q136,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q137,21,1,5,0,0.0,0.0,0.0,0.0
v3,Q138,21,0,2,0,0.0,0.0,0.0,0.0
v3,Q139,21,0,3,0,0.0,0.0,0.0,0.0
v3,Q140,21,1,2,0,0.0,0.0,0.0,0.0
v3,Q141,21,0,4,0,0.0,0.0,0.0,0.0
v3,Q142,21,0,2,0,0.0,0.0,0.0,0.0
v3,Q143,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q144,21,0,2,0,0.0,0.0,0.0,0.0
v3,Q145,21,0,5,0,0.0,0.0,0.0,0.0
v3,Q146,21,1,2,0,0.0,0.0,0.0,0.0
v3,Q147,21,0,6,0,0.0,0.0,0.0,0.0
v3,Q148,21,0,7,0,0.0,0.0,0.0,0.0
v3,Q149,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q150,21,0,5,0,0.0,0.0,0.0,0.0
v3,Q151,21,0,1,0,0.0,0.0,0.0,0.0
v3,Q152,21,0,2,0,0.0,0.0,0.0,0.0
v3,Q153,21,0,8,0,0.0,0.0,0.0,0.0
v3,Q154,21,0,3,0,0.0,0.0,0.0,0.0
v3,Q155,21,1,3,0,0.0,0.0,0.0,0.0
v3,Q156,21,0,4,0,0.0,0.0,0.0,0.0
